Graph,n,m,minDeg,maxDeg,Time,Heuristics,variable,value
"ICvd~zn~w
",10,34,5,9,0.0004944801330566406,0,LocalSolvable,1.0
"ICvd~zz~w
",10,34,5,9,0.0009074211120605469,0,LocalSolvable,1.0
"ICvd~z|~w
",10,34,5,9,0.0003788471221923828,0,LocalSolvable,1.0
"ICvd~z}~w
",10,34,5,9,0.0004379749298095703,0,LocalSolvable,1.0
"ICvd~z~~w
",10,35,5,9,0.0006296634674072266,0,LocalSolvable,1.0
"ICvd~~}^w
",10,34,5,8,0.0009722709655761719,0,LocalSolvable,1.0
"ICvd~~}nw
",10,34,4,8,0.0009095668792724609,0,LocalSolvable,1.0
"ICvd~~}vw
",10,34,4,8,0.0009539127349853516,0,LocalSolvable,1.0
"ICvd~~}zw
",10,34,5,8,0.0009112358093261719,0,LocalSolvable,1.0
"ICvd~~}|w
",10,34,5,8,0.0004413127899169922,0,LocalSolvable,1.0
"ICvd~~}}w
",10,34,1,8,0.0014660358428955078,1,LocalSolvable,0.0
"ICvd~~}~W
",10,34,5,8,0.0008802413940429688,0,LocalSolvable,1.0
"ICvd~~}~o
",10,34,5,8,0.0008571147918701172,0,LocalSolvable,1.0
"ICvd~~}~w
",10,35,5,9,0.0009951591491699219,0,LocalSolvable,1.0
"ICvd~~~~w
",10,36,5,9,0.0005640983581542969,0,LocalSolvable,1.0
"ICvej~~~w
",10,34,4,9,0.00038814544677734375,0,LocalSolvable,1.0
"ICvel~~~w
",10,34,4,9,0.0003807544708251953,0,LocalSolvable,1.0
"ICvem~~~w
",10,34,3,9,0.0003616809844970703,0,LocalSolvable,0.0
"ICven^~~w
",10,34,4,9,0.0004956722259521484,0,LocalSolvable,1.0
"ICvenn~~w
",10,34,4,9,0.0003523826599121094,0,LocalSolvable,0.0
"ICvenv~~w
",10,34,4,9,0.0009949207305908203,0,LocalSolvable,1.0
"ICvenz~~w
",10,34,4,9,0.0007169246673583984,0,LocalSolvable,1.0
"ICven~}~w
",10,34,4,9,0.00048804283142089844,0,LocalSolvable,1.0
"ICven~~~w
",10,35,4,9,0.0013537406921386719,0,LocalSolvable,1.0
"ICver~~~w
",10,34,4,9,0.0003819465637207031,0,LocalSolvable,1.0
"ICvet~~~w
",10,34,4,9,0.0010654926300048828,0,LocalSolvable,1.0
"ICveu~~~w
",10,34,3,9,0.0004737377166748047,0,LocalSolvable,1.0
"ICvev^~~w
",10,34,4,9,0.0011262893676757812,0,LocalSolvable,1.0
"ICvevv~~w
",10,34,4,9,0.0010154247283935547,0,LocalSolvable,1.0
"ICvevz~~w
",10,34,4,9,0.0007526874542236328,0,LocalSolvable,1.0
"ICvev~}~w
",10,34,4,9,0.0008745193481445312,0,LocalSolvable,1.0
"ICvev~~~w
",10,35,4,9,0.001123189926147461,0,LocalSolvable,1.0
"ICve}~^~w
",10,34,2,9,0.0005600452423095703,0,LocalSolvable,1.0
"ICve}~v~w
",10,34,1,9,0.0017249584197998047,1,LocalSolvable,0.0
"ICve}~}~w
",10,34,3,9,0.0005135536193847656,0,LocalSolvable,1.0
"ICve}~~~w
",10,35,1,9,0.0016028881072998047,1,LocalSolvable,0.0
"ICve~Z~~w
",10,34,4,9,0.0011844635009765625,0,LocalSolvable,1.0
"ICve~j~~w
",10,34,4,9,0.0004532337188720703,0,LocalSolvable,1.0
"ICve~nv~w
",10,34,4,9,0.0009427070617675781,0,LocalSolvable,1.0
"ICve~n}~w
",10,34,4,9,0.0009095668792724609,0,LocalSolvable,1.0
"ICve~n~~w
",10,35,4,9,0.0005903244018554688,0,LocalSolvable,1.0
"ICve~r~~w
",10,34,4,9,0.0012137889862060547,0,LocalSolvable,1.0
"ICve~zv~w
",10,34,4,9,0.001665353775024414,0,LocalSolvable,1.0
"ICve~z|~w
",10,34,4,9,0.0010104179382324219,0,LocalSolvable,1.0
"ICve~z}~w
",10,34,4,9,0.0005030632019042969,0,LocalSolvable,1.0
"ICve~z~~w
",10,35,4,9,0.001058340072631836,0,LocalSolvable,1.0
"ICve~~}vw
",10,34,1,8,0.0016901493072509766,1,LocalSolvable,0.0
"ICve~~}|w
",10,34,4,8,0.0010330677032470703,0,LocalSolvable,1.0
"ICve~~}~W
",10,34,4,8,0.0009009838104248047,0,LocalSolvable,1.0
"ICve~~}~o
",10,34,4,8,0.0009212493896484375,0,LocalSolvable,1.0
"ICve~~}~w
",10,35,4,9,0.0005714893341064453,0,LocalSolvable,1.0
"ICve~~~~w
",10,36,2,9,0.003038644790649414,1,LocalSolvable,0.0
"ICvfJ~~~w
",10,34,5,9,0.0007536411285400391,0,LocalSolvable,1.0
"ICvfL~~~w
",10,34,5,9,0.0009732246398925781,0,LocalSolvable,1.0
"ICvfM~~~w
",10,34,4,9,0.0005710124969482422,0,LocalSolvable,1.0
"ICvfN^~~w
",10,34,4,9,0.0003561973571777344,0,LocalSolvable,0.0
"ICvfNn~~w
",10,34,5,9,0.0005693435668945312,0,LocalSolvable,1.0
"ICvfNz~~w
",10,34,5,9,0.0015358924865722656,0,LocalSolvable,1.0
"ICvfN~}~w
",10,34,5,9,0.0002942085266113281,0,LocalSolvable,1.0
"ICvfN~~~w
",10,35,5,9,0.0004131793975830078,0,LocalSolvable,1.0
"ICvfR~~~w
",10,34,5,9,0.0011222362518310547,0,LocalSolvable,1.0
"ICvfT~~~w
",10,34,5,9,0.0008726119995117188,0,LocalSolvable,1.0
"ICvfU~~~w
",10,34,4,9,0.0017240047454833984,0,LocalSolvable,1.0
"ICvfV^~~w
",10,34,4,9,0.00033283233642578125,0,LocalSolvable,1.0
"ICvfVn~~w
",10,34,5,9,0.0006299018859863281,0,LocalSolvable,1.0
"ICvfVv~~w
",10,34,5,9,0.0008914470672607422,0,LocalSolvable,1.0
"ICvfVz~~w
",10,34,5,9,0.0007822513580322266,0,LocalSolvable,1.0
"ICvfV~}~w
",10,34,5,9,0.0004532337188720703,0,LocalSolvable,1.0
"ICvfV~~~w
",10,35,5,9,0.0005502700805664062,0,LocalSolvable,1.0
"ICvfZ|~~w
",10,34,5,9,0.0017163753509521484,0,LocalSolvable,1.0
"ICvfZ~^~w
",10,34,4,9,0.0011913776397705078,0,LocalSolvable,1.0
"ICvfZ~v~w
",10,34,5,9,0.0005071163177490234,0,LocalSolvable,1.0
"ICvfZ~z~w
",10,34,5,9,0.0005993843078613281,0,LocalSolvable,1.0
"ICvfZ~}~w
",10,34,5,9,0.0004954338073730469,0,LocalSolvable,1.0
"ICvfZ~~~w
",10,35,5,9,0.0003333091735839844,0,LocalSolvable,1.0
"ICvf]~^~w
",10,34,3,9,0.0005810260772705078,0,LocalSolvable,1.0
"ICvf]~v~w
",10,34,1,9,0.001764535903930664,1,LocalSolvable,0.0
"ICvf]~}~w
",10,34,4,9,0.0004534721374511719,0,LocalSolvable,1.0
"ICvf]~~~w
",10,35,1,9,0.0015201568603515625,1,LocalSolvable,0.0
"ICvf^\~~w
",10,34,4,9,0.0004096031188964844,0,LocalSolvable,1.0
"ICvf^^^~w
",10,34,4,9,0.00038886070251464844,0,LocalSolvable,0.0
"ICvf^^n~w
",10,34,3,9,0.0005009174346923828,0,LocalSolvable,1.0
"ICvf^^v~w
",10,34,4,9,0.0007579326629638672,0,LocalSolvable,1.0
"ICvf^^z~w
",10,34,4,9,0.0008785724639892578,0,LocalSolvable,1.0
"ICvf^^}~w
",10,34,4,9,0.0010535717010498047,0,LocalSolvable,1.0
"ICvf^^~~w
",10,35,4,9,0.0004954338073730469,0,LocalSolvable,1.0
"ICvf^j~~w
",10,34,5,9,0.0003952980041503906,0,LocalSolvable,0.0
"ICvf^nv~w
",10,34,1,9,0.0016429424285888672,1,LocalSolvable,0.0
"ICvf^n|~w
",10,34,5,9,0.0010483264923095703,0,LocalSolvable,1.0
"ICvf^n}~w
",10,34,5,9,0.00043010711669921875,0,LocalSolvable,1.0
"ICvf^n~~w
",10,35,5,9,0.0004639625549316406,0,LocalSolvable,1.0
"ICvf^r~~w
",10,34,5,9,0.0005276203155517578,0,LocalSolvable,1.0
"ICvf^v^~w
",10,34,4,9,0.00041675567626953125,0,LocalSolvable,1.0
"ICvf^vv~w
",10,34,5,9,0.0009489059448242188,0,LocalSolvable,1.0
"ICvf^vz~w
",10,34,5,9,0.0008368492126464844,0,LocalSolvable,1.0
"ICvf^v|~w
",10,34,5,9,0.0009620189666748047,0,LocalSolvable,1.0
"ICvf^v}~w
",10,34,5,9,0.0010538101196289062,0,LocalSolvable,1.0
"ICvf^v~~w
",10,35,5,9,0.0005092620849609375,0,LocalSolvable,1.0
"ICvf^x~~w
",10,34,5,9,0.0009725093841552734,0,LocalSolvable,1.0
"ICvf^y~~w
",10,34,1,9,0.0049762725830078125,1,LocalSolvable,0.0
"ICvf^z^~w
",10,34,4,9,0.0008709430694580078,0,LocalSolvable,1.0
"ICvf^z|~w
",10,34,5,9,0.0015130043029785156,0,LocalSolvable,1.0
"ICvf^z}~w
",10,34,2,9,0.002373218536376953,1,LocalSolvable,0.0
"ICvf^z~~w
",10,35,5,9,0.0012083053588867188,0,LocalSolvable,1.0
"ICvf^~}^w
",10,34,4,8,0.0034186840057373047,1,LocalSolvable,0.0
"ICvf^~}vw
",10,34,2,8,0.0021173954010009766,1,LocalSolvable,0.0
"ICvf^~}zw
",10,34,4,8,0.0010364055633544922,0,LocalSolvable,1.0
"ICvf^~}|w
",10,34,5,8,0.001058340072631836,0,LocalSolvable,1.0
"ICvf^~}}w
",10,34,5,8,0.0010373592376708984,0,LocalSolvable,1.0
"ICvf^~}~W
",10,34,5,8,0.0015268325805664062,0,LocalSolvable,1.0
"ICvf^~}~o
",10,34,5,8,0.0005407333374023438,0,LocalSolvable,1.0
"ICvf^~}~w
",10,35,2,9,0.0020971298217773438,1,LocalSolvable,0.0
"ICvf^~~~w
",10,36,5,9,0.0011255741119384766,0,LocalSolvable,1.0
"ICvfnj~~w
",10,34,5,9,0.0004146099090576172,0,LocalSolvable,1.0
"ICvfnnv~w
",10,34,4,9,0.00107574462890625,0,LocalSolvable,1.0
"ICvfnn}~w
",10,34,5,9,0.0008985996246337891,0,LocalSolvable,1.0
"ICvfnn~~w
",10,35,5,9,0.0005946159362792969,0,LocalSolvable,1.0
"ICvfnx~~w
",10,34,5,9,0.001093149185180664,0,LocalSolvable,1.0
"ICvfnzz~w
",10,34,5,9,0.0003840923309326172,0,LocalSolvable,1.0
"ICvfnz|~w
",10,34,5,9,0.0015909671783447266,0,LocalSolvable,1.0
"ICvfnz}~w
",10,34,5,9,0.00133514404296875,0,LocalSolvable,1.0
"ICvfnz~~w
",10,35,5,9,0.000423431396484375,0,LocalSolvable,1.0
"ICvfn~}|w
",10,34,5,8,0.0009799003601074219,0,LocalSolvable,1.0
"ICvfn~}~W
",10,34,5,8,0.0009458065032958984,0,LocalSolvable,1.0
"ICvfn~}~w
",10,35,5,9,0.0005273818969726562,0,LocalSolvable,1.0
"ICvfn~~~w
",10,36,5,9,0.0005176067352294922,0,LocalSolvable,1.0
"ICvfrz~~w
",10,34,5,9,0.0007851123809814453,0,LocalSolvable,1.0
"ICvfu~^~w
",10,34,3,9,0.00037670135498046875,0,LocalSolvable,0.0
"ICvfu~v~w
",10,34,4,9,0.00036263465881347656,0,LocalSolvable,1.0
"ICvfu~|~w
",10,34,4,9,0.0008656978607177734,0,LocalSolvable,1.0
"ICvfu~}~w
",10,34,3,9,0.0024597644805908203,1,LocalSolvable,0.0
"ICvfu~~~w
",10,35,4,9,0.002653360366821289,0,LocalSolvable,1.0
"ICvfvj~~w
",10,34,5,9,0.0005252361297607422,0,LocalSolvable,1.0
"ICvfvnv~w
",10,34,5,9,0.0007891654968261719,0,LocalSolvable,1.0
"ICvfvn|~w
",10,34,5,9,0.0009834766387939453,0,LocalSolvable,1.0
"ICvfvn~~w
",10,35,5,9,0.00036406517028808594,0,LocalSolvable,1.0
"ICvfvr~~w
",10,34,5,9,0.0005414485931396484,0,LocalSolvable,1.0
"ICvfvv^~w
",10,34,4,9,0.001436471939086914,0,LocalSolvable,1.0
"ICvfvvv~w
",10,34,5,9,0.0004138946533203125,0,LocalSolvable,1.0
"ICvfvvz~w
",10,34,4,9,0.0005893707275390625,0,LocalSolvable,1.0
"ICvfvv}~w
",10,34,5,9,0.0004162788391113281,0,LocalSolvable,1.0
"ICvfvv~~w
",10,35,5,9,0.0004189014434814453,0,LocalSolvable,1.0
"ICvfvz|~w
",10,34,5,9,0.00046062469482421875,0,LocalSolvable,1.0
"ICvfvz}~w
",10,34,5,9,0.0003840923309326172,0,LocalSolvable,1.0
"ICvfvz~~w
",10,35,5,9,0.0003330707550048828,0,LocalSolvable,1.0
"ICvfv~}vw
",10,34,4,8,0.0016851425170898438,0,LocalSolvable,1.0
"ICvfv~}|w
",10,34,5,8,0.0004496574401855469,0,LocalSolvable,1.0
"ICvfv~}}w
",10,34,5,8,0.0005207061767578125,0,LocalSolvable,1.0
"ICvfv~}~W
",10,34,5,8,0.0004248619079589844,0,LocalSolvable,1.0
"ICvfv~}~o
",10,34,5,8,0.0007059574127197266,0,LocalSolvable,1.0
"ICvfv~}~w
",10,35,5,9,0.001470327377319336,0,LocalSolvable,1.0
"ICvfv~~~w
",10,36,5,9,0.00043082237243652344,0,LocalSolvable,1.0
"ICvf~z{~w
",10,34,5,9,0.00044155120849609375,0,LocalSolvable,1.0
"ICvf~z}|w
",10,34,5,8,0.0007610321044921875,0,LocalSolvable,1.0
"ICvf~z}~g
",10,34,5,8,0.0016973018646240234,0,LocalSolvable,1.0
"ICvf~z}~o
",10,34,1,8,0.0014576911926269531,1,LocalSolvable,0.0
"ICvf~z}~w
",10,35,5,9,0.0008385181427001953,0,LocalSolvable,1.0
"ICvf~z~~o
",10,35,5,8,0.0004723072052001953,0,LocalSolvable,1.0
"ICvf~z~~w
",10,36,5,9,0.0009543895721435547,0,LocalSolvable,1.0
"ICvf~~~~w
",10,37,5,9,0.0012350082397460938,0,LocalSolvable,1.0
"ICvt|}~nw
",10,34,2,8,0.0010333061218261719,0,LocalSolvable,1.0
"ICvt|}~~w
",10,35,3,9,0.0011577606201171875,0,LocalSolvable,1.0
"ICvt|~~~w
",10,36,4,9,0.0010526180267333984,0,LocalSolvable,1.0
"ICvt~r^~w
",10,34,4,9,0.0014998912811279297,0,LocalSolvable,1.0
"ICvt~rn~w
",10,34,5,9,0.0009202957153320312,0,LocalSolvable,1.0
"ICvt~r|~w
",10,34,4,9,0.0042095184326171875,1,LocalSolvable,0.0
"ICvt~r}~w
",10,34,5,9,0.0011646747589111328,0,LocalSolvable,1.0
"ICvt~r~~o
",10,34,5,8,0.0009534358978271484,0,LocalSolvable,1.0
"ICvt~r~~w
",10,35,2,9,0.002112865447998047,1,LocalSolvable,0.0
"ICvt~z^nw
",10,34,4,8,0.0005631446838378906,0,LocalSolvable,1.0
"ICvt~z^vw
",10,34,3,8,0.0005486011505126953,0,LocalSolvable,1.0
"ICvt~z^}w
",10,34,6,8,0.004312992095947266,1,LocalSolvable,0.0
"ICvt~z^~w
",10,35,4,9,0.0004611015319824219,0,LocalSolvable,1.0
"ICvt~zy~w
",10,34,5,9,0.0012645721435546875,0,LocalSolvable,1.0
"ICvt~z}vw
",10,34,4,8,0.0015184879302978516,0,LocalSolvable,1.0
"ICvt~z}}w
",10,34,5,8,0.001016855239868164,0,LocalSolvable,1.0
"ICvt~z}~g
",10,34,3,8,0.003178834915161133,1,LocalSolvable,0.0
"ICvt~z}~o
",10,34,5,8,0.0004665851593017578,0,LocalSolvable,1.0
"ICvt~z}~w
",10,35,5,9,0.0004756450653076172,0,LocalSolvable,1.0
"ICvt~z~~w
",10,36,5,9,0.0016164779663085938,0,LocalSolvable,1.0
"ICvt~~}nw
",10,35,4,8,0.001646280288696289,0,LocalSolvable,1.0
"ICvt~~}~W
",10,35,5,8,0.0005533695220947266,0,LocalSolvable,1.0
"ICvt~~}~w
",10,36,5,9,0.0005235671997070312,0,LocalSolvable,1.0
"ICvt~~~~w
",10,37,5,9,0.00045680999755859375,0,LocalSolvable,0.0
"ICvvd}~~w
",10,34,4,9,0.0009226799011230469,0,LocalSolvable,1.0
"ICvvd~^~w
",10,34,4,9,0.0009341239929199219,0,LocalSolvable,1.0
"ICvvd~n~w
",10,34,5,9,0.0009131431579589844,0,LocalSolvable,1.0
"ICvvd~v~w
",10,34,5,9,0.00044798851013183594,0,LocalSolvable,1.0
"ICvvd~|~w
",10,34,5,9,0.0007867813110351562,0,LocalSolvable,1.0
"ICvvd~}~w
",10,34,5,9,0.0005500316619873047,0,LocalSolvable,1.0
"ICvvd~~~w
",10,35,5,9,0.0011930465698242188,0,LocalSolvable,1.0
"ICvve~^~w
",10,34,3,9,0.00042057037353515625,0,LocalSolvable,1.0
"ICvve~}~w
",10,34,4,9,0.0009634494781494141,0,LocalSolvable,1.0
"ICvve~~~w
",10,35,4,9,0.0005815029144287109,0,LocalSolvable,1.0
"ICvvf\~~w
",10,34,5,9,0.0004677772521972656,0,LocalSolvable,1.0
"ICvvf^^~w
",10,34,1,9,0.001580953598022461,1,LocalSolvable,0.0
"ICvvf^n~w
",10,34,5,9,0.0005285739898681641,0,LocalSolvable,1.0
"ICvvf^|~w
",10,34,5,9,0.00041866302490234375,0,LocalSolvable,1.0
"ICvvf^}~w
",10,34,5,9,0.002710580825805664,1,LocalSolvable,0.0
"ICvvf^~~w
",10,35,5,9,0.0008838176727294922,0,LocalSolvable,1.0
"ICvvfj~~w
",10,34,5,9,0.0005495548248291016,0,LocalSolvable,1.0
"ICvvfn^~w
",10,34,4,9,0.002038717269897461,0,LocalSolvable,1.0
"ICvvfnn~w
",10,34,1,9,0.0015282630920410156,1,LocalSolvable,0.0
"ICvvfnv~w
",10,34,4,9,0.0009698867797851562,0,LocalSolvable,1.0
"ICvvfn|~w
",10,34,5,9,0.0014002323150634766,0,LocalSolvable,1.0
"ICvvfn}~w
",10,34,5,9,0.001028299331665039,0,LocalSolvable,1.0
"ICvvfn~~w
",10,35,5,9,0.0004677772521972656,0,LocalSolvable,1.0
"ICvvfz^~w
",10,34,4,9,0.0027189254760742188,1,LocalSolvable,0.0
"ICvvfzz~w
",10,34,5,9,0.000385284423828125,0,LocalSolvable,1.0
"ICvvfz|~w
",10,34,5,9,0.0008025169372558594,0,LocalSolvable,1.0
"ICvvfz}~w
",10,34,5,9,0.0008740425109863281,0,LocalSolvable,1.0
"ICvvfz~~w
",10,35,5,9,0.0005412101745605469,0,LocalSolvable,1.0
"ICvvf~}nw
",10,34,5,8,0.0009253025054931641,0,LocalSolvable,1.0
"ICvvf~}vw
",10,34,1,8,0.0010232925415039062,1,LocalSolvable,0.0
"ICvvf~}zw
",10,34,5,8,0.0008304119110107422,0,LocalSolvable,1.0
"ICvvf~}|w
",10,34,5,8,0.0010232925415039062,0,LocalSolvable,1.0
"ICvvf~}~W
",10,34,5,8,0.001051187515258789,0,LocalSolvable,1.0
"ICvvf~}~o
",10,34,5,8,0.0009341239929199219,0,LocalSolvable,1.0
"ICvvf~}~w
",10,35,5,9,0.00042939186096191406,0,LocalSolvable,1.0
"ICvvf~~~w
",10,36,5,9,0.0004851818084716797,0,LocalSolvable,1.0
"ICvvl}~nw
",10,34,3,8,0.0005490779876708984,0,LocalSolvable,1.0
"ICvvl}~~w
",10,35,4,9,0.00040221214294433594,0,LocalSolvable,0.0
"ICvvl~}nw
",10,34,4,8,0.0016019344329833984,0,LocalSolvable,1.0
"ICvvl~}vw
",10,34,1,8,0.0016732215881347656,1,LocalSolvable,0.0
"ICvvl~}~W
",10,34,8,8,0.0060083866119384766,1,LocalSolvable,0.0
"ICvvl~}~g
",10,34,5,8,0.0008573532104492188,0,LocalSolvable,1.0
"ICvvl~}~o
",10,34,5,8,0.0015878677368164062,0,LocalSolvable,1.0
"ICvvl~}~w
",10,35,5,9,0.0010440349578857422,0,LocalSolvable,1.0
"ICvvl~~~w
",10,36,2,9,0.0029404163360595703,1,LocalSolvable,0.0
"ICvvnm~nw
",10,34,4,8,0.00040650367736816406,0,LocalSolvable,0.0
"ICvvnm~~o
",10,34,5,8,0.00039768218994140625,0,LocalSolvable,0.0
"ICvvnm~~w
",10,35,5,9,0.00031304359436035156,0,LocalSolvable,1.0
"ICvvnnvnw
",10,34,4,8,0.0010857582092285156,0,LocalSolvable,1.0
"ICvvnnv|w
",10,34,3,8,0.000568389892578125,0,LocalSolvable,1.0
"ICvvnnv~w
",10,35,4,9,0.0017087459564208984,0,LocalSolvable,1.0
"ICvvnn~~w
",10,36,5,9,0.0006194114685058594,0,LocalSolvable,1.0
"ICvvnq~~w
",10,34,5,9,0.0009944438934326172,0,LocalSolvable,1.0
"ICvvnr^~w
",10,34,1,9,0.0020132064819335938,1,LocalSolvable,0.0
"ICvvnrn~w
",10,34,1,9,0.0015380382537841797,1,LocalSolvable,0.0
"ICvvnrv~w
",10,34,1,9,0.001077890396118164,1,LocalSolvable,0.0
"ICvvnr|~w
",10,34,5,9,0.0010170936584472656,0,LocalSolvable,1.0
"ICvvnr}~w
",10,34,5,9,0.0010082721710205078,0,LocalSolvable,1.0
"ICvvnr~~o
",10,34,5,8,0.001222372055053711,0,LocalSolvable,1.0
"ICvvnr~~w
",10,35,5,9,0.0019431114196777344,0,LocalSolvable,1.0
"ICvvn~}nw
",10,35,5,8,0.0010981559753417969,0,LocalSolvable,1.0
"ICvvn~}|w
",10,35,5,8,0.0010793209075927734,0,LocalSolvable,1.0
"ICvvn~}~w
",10,36,2,9,0.0018427371978759766,1,LocalSolvable,0.0
"ICvvn~~~w
",10,37,5,9,0.0012493133544921875,0,LocalSolvable,1.0
"ICvvt}~nw
",10,34,3,8,0.0005483627319335938,0,LocalSolvable,1.0
"ICvvt}~~w
",10,35,9,9,0.006609678268432617,1,LocalSolvable,0.0
"ICvvt~~~w
",10,36,2,9,0.0023407936096191406,1,LocalSolvable,0.0
"ICvvvm~nw
",10,34,2,8,0.0027494430541992188,1,LocalSolvable,0.0
"ICvvvm~~g
",10,34,5,8,0.0010287761688232422,0,LocalSolvable,1.0
"ICvvvm~~w
",10,35,5,9,0.0004138946533203125,0,LocalSolvable,0.0
"ICvvvnvnw
",10,34,5,8,0.0005037784576416016,0,LocalSolvable,1.0
"ICvvvnv|w
",10,34,1,8,0.0014941692352294922,1,LocalSolvable,0.0
"ICvvvnv~W
",10,34,5,8,0.0004322528839111328,0,LocalSolvable,1.0
"ICvvvnv~o
",10,34,5,8,0.0009672641754150391,0,LocalSolvable,1.0
"ICvvvnv~w
",10,35,4,9,0.003588438034057617,1,LocalSolvable,0.0
"ICvvvn{~w
",10,34,5,9,0.001039266586303711,0,LocalSolvable,1.0
"ICvvvn|nw
",10,34,5,8,0.0005438327789306641,0,LocalSolvable,1.0
"ICvvvn|~W
",10,34,5,8,0.0013616085052490234,0,LocalSolvable,1.0
"ICvvvn|~g
",10,34,5,8,0.0008633136749267578,0,LocalSolvable,1.0
"ICvvvn|~o
",10,34,5,8,0.0010845661163330078,0,LocalSolvable,1.0
"ICvvvn|~w
",10,35,5,9,0.00045800209045410156,0,LocalSolvable,1.0
"ICvvvn}vw
",10,34,4,8,0.0016198158264160156,0,LocalSolvable,1.0
"ICvvvn}~w
",10,35,5,9,0.0004220008850097656,0,LocalSolvable,1.0
"ICvvvn~~w
",10,36,5,9,0.0010211467742919922,0,LocalSolvable,1.0
"ICvvvq~~w
",10,34,5,9,0.0013909339904785156,0,LocalSolvable,1.0
"ICvvvr^~w
",10,34,4,9,0.0005705356597900391,0,LocalSolvable,1.0
"ICvvvrn~w
",10,34,5,9,0.0009489059448242188,0,LocalSolvable,1.0
"ICvvvrv~w
",10,34,5,9,0.0005054473876953125,0,LocalSolvable,1.0
"ICvvvrz~w
",10,34,5,9,0.0010373592376708984,0,LocalSolvable,1.0
"ICvvvr}~w
",10,34,4,9,0.002964496612548828,1,LocalSolvable,0.0
"ICvvvr~~o
",10,34,5,8,0.0005116462707519531,0,LocalSolvable,1.0
"ICvvvr~~w
",10,35,5,9,0.00095367431640625,0,LocalSolvable,1.0
"ICvvvu~nw
",10,34,4,8,0.0004165172576904297,0,LocalSolvable,1.0
"ICvvvu~~w
",10,35,1,9,0.001483917236328125,1,LocalSolvable,0.0
"ICvvvvvnw
",10,34,5,8,0.0008733272552490234,0,LocalSolvable,1.0
"ICvvvvv|w
",10,34,5,8,0.0004949569702148438,0,LocalSolvable,1.0
"ICvvvvv~g
",10,34,5,8,0.0009777545928955078,0,LocalSolvable,1.0
"ICvvvvv~o
",10,34,5,8,0.001430511474609375,0,LocalSolvable,1.0
"ICvvvvv~w
",10,35,5,9,0.0007996559143066406,0,LocalSolvable,1.0
"ICvvvvznw
",10,34,2,8,0.0017080307006835938,1,LocalSolvable,0.0
"ICvvvvz|w
",10,34,5,8,0.0010581016540527344,0,LocalSolvable,1.0
"ICvvvvz}w
",10,34,0,8,0.0009851455688476562,1,LocalSolvable,0.0
"ICvvvvz~o
",10,34,8,8,0.007086277008056641,1,LocalSolvable,0.0
"ICvvvvz~w
",10,35,5,9,0.0009310245513916016,0,LocalSolvable,1.0
"ICvvvv{~w
",10,34,5,9,0.001085519790649414,0,LocalSolvable,1.0
"ICvvvv}nw
",10,34,5,8,0.001554727554321289,0,LocalSolvable,1.0
"ICvvvv}~W
",10,34,5,8,0.0005092620849609375,0,LocalSolvable,1.0
"ICvvvv}~g
",10,34,5,8,0.0003809928894042969,0,LocalSolvable,0.0
"ICvvvv}~o
",10,34,5,8,0.0013589859008789062,0,LocalSolvable,1.0
"ICvvvv}~w
",10,35,5,9,0.0009627342224121094,0,LocalSolvable,1.0
"ICvvvv~~w
",10,36,5,9,0.0005497932434082031,0,LocalSolvable,1.0
"ICvvvy~nw
",10,34,1,8,0.0015914440155029297,1,LocalSolvable,0.0
"ICvvvy~~w
",10,35,2,9,0.002017498016357422,1,LocalSolvable,0.0
"ICvvvz|nw
",10,34,5,8,0.0009744167327880859,0,LocalSolvable,1.0
"ICvvvz|~W
",10,34,5,8,0.00047469139099121094,0,LocalSolvable,1.0
"ICvvvz|~o
",10,34,5,8,0.0012297630310058594,0,LocalSolvable,1.0
"ICvvvz|~w
",10,35,5,9,0.0010581016540527344,0,LocalSolvable,1.0
"ICvvvz}nw
",10,34,5,8,0.0003826618194580078,0,LocalSolvable,0.0
"ICvvvz}~g
",10,34,1,8,0.001459360122680664,1,LocalSolvable,0.0
"ICvvvz}~o
",10,34,5,8,0.0009200572967529297,0,LocalSolvable,1.0
"ICvvvz}~w
",10,35,5,9,0.00046896934509277344,0,LocalSolvable,1.0
"ICvvvz~~w
",10,36,1,9,0.0011715888977050781,1,LocalSolvable,0.0
"ICvvv~}nw
",10,35,5,8,0.0004677772521972656,0,LocalSolvable,1.0
"ICvvv~}|w
",10,35,5,8,0.0016319751739501953,0,LocalSolvable,1.0
"ICvvv~}}w
",10,35,3,8,0.003218412399291992,1,LocalSolvable,0.0
"ICvvv~}~W
",10,35,5,8,0.0010192394256591797,0,LocalSolvable,1.0
"ICvvv~}~w
",10,36,5,9,0.000942230224609375,0,LocalSolvable,1.0
"ICvvv~~~w
",10,37,5,9,0.0005931854248046875,0,LocalSolvable,1.0
"ICvv~z~~w
",10,37,5,9,0.0011162757873535156,0,LocalSolvable,1.0
"ICvv~~~~w
",10,38,5,9,0.0004527568817138672,0,LocalSolvable,0.0
"ICv~vzvnw
",10,35,5,8,0.0010385513305664062,0,LocalSolvable,1.0
"ICv~vzv|w
",10,35,5,8,0.0004994869232177734,0,LocalSolvable,1.0
"ICv~vzv~o
",10,35,5,8,0.00093841552734375,0,LocalSolvable,1.0
"ICv~vzv~w
",10,36,1,9,0.0011057853698730469,1,LocalSolvable,0.0
"ICv~vz||w
",10,35,5,8,0.0009796619415283203,0,LocalSolvable,1.0
